order_id,date,time
10914,02/07/2016, 
4142,11/03/2016,15:36 PM 
592,01/10/2016,00:00:00 
5116,27/03/2016,19H 30M 46S 
16364,02/10/2016,20:16:45 
5321,31/03/2016, 
7179,05/01/2016,00:00 AM 
3373,26/02/2016,16H 01M 28S 
14803,04/09/2016,22H 30M 25S 
19151,23/11/2016,00:00:00 
13900,20/08/2016,00:00:00 
8087,15/05/2016,20:01:21 
6023,04/11/2016,00:00 AM 
11659,14/07/2016,00:00 AM 
1590,27/01/2016,17H 56M 16S 
140,03/01/2016,12H 26M 44S 
6909,26/04/2016,00H 00M 00S 
12579,29/07/2016,18H 02M 30S 
1798,31/01/2016,14H 03M 30S 
17930,01/11/2016,21:46 PM 
10692,29/06/2016, 
1541,26/01/2016,00:00:00 
5809,08/04/2016,12H 52M 36S 
1198,20/01/2016,22:02:08 
3775,05/03/2016, 
14478,30/08/2016,13:52:33 
11435,10/07/2016,16:54 PM 
14898,06/09/2016,18:42 PM 
19965,05/12/2016,19H 21M 35S 
11550,12/07/2016,17:20 PM 
9229,04/06/2016,15H 03M 34S 
2047,03/02/2016,18:47 PM 
20887,21/12/2016,12:18:35 
14894,06/09/2016,18:04 PM 
954,16/01/2016,19:14:03 
4681,20/03/2016,14H 19M 44S 
3330,25/02/2016,00H 00M 00S 
559,09/01/2016,21H 10M 16S 
4175,11/03/2016,22H 27M 17S 
2877,17/02/2016,19:57 PM 
6640,22/04/2016,12:01 PM 
18045,04/11/2016, 
20213,12/10/2016, 
11868,17/07/2016,00:00:00 
9123,06/02/2016,00H 00M 00S 
6001,11/04/2016,17H 09M 38S 
4965,25/03/2016,00H 00M 00S 
13039,06/08/2016,12:28 PM 
705,12/01/2016,15:31:00 
9799,13/06/2016, 
6294,16/04/2016,00:00 AM 
10862,02/07/2016, 
3358,26/02/2016,00:00:00 
16362,02/10/2016,19:25:25 
7266,05/02/2016,00H 00M 00S 
2317,02/08/2016,00:00 AM 
18281,08/11/2016,12:12:25 
15109,10/09/2016,13:20 PM 
3887,07/03/2016,12:24:10 
13808,18/08/2016,17H 17M 51S 
12197,23/07/2016,13H 34M 41S 
9922,15/06/2016,19:18:21 
18755,16/11/2016,15H 43M 19S 
6128,13/04/2016,00:00:00 
5226,29/03/2016,17H 43M 56S 
3201,23/02/2016,00H 00M 00S 
9803,13/06/2016,20:27:55 
8004,14/05/2016, 
17548,25/10/2016,00H 00M 00S 
4304,14/03/2016,12:56:21 
2235,06/02/2016,21:26:37 
3652,03/03/2016,13H 21M 01S 
17463,24/10/2016,12:47:27 
20133,08/12/2016,19:50 PM 
5344,31/03/2016,17:22 PM 
12272,24/07/2016,16H 10M 53S 
6396,18/04/2016,12H 51M 20S 
5824,08/04/2016,15H 07M 05S 
7733,10/05/2016,17:17:17 
9307,05/06/2016,18H 47M 56S 
5779,04/07/2016, 
20839,20/12/2016,13:45 PM 
7822,12/05/2016,11:51 AM 
16910,14/10/2016,00:00:00 
11669,14/07/2016,17H 08M 30S 
63,01/01/2016,20:51:42 
9248,06/04/2016,00H 00M 00S 
1636,28/01/2016,00:00 AM 
7288,02/05/2016,19:05 PM 
14892,06/09/2016,17H 52M 54S 
8052,15/05/2016,16:51 PM 
20843,20/12/2016,14:07:15 
4576,18/03/2016,17:30:49 
2218,02/06/2016,00:00:00 
9513,09/06/2016,12H 42M 51S 
7670,05/09/2016,00:00:00 
8438,21/05/2016,20:23:11 
15276,09/12/2016,00:00:00 
6783,24/04/2016,16:45:17 
1607,27/01/2016,20H 09M 27S 
12227,23/07/2016, 
18378,09/11/2016,20:17 PM 
11774,16/07/2016,00:00 AM 
14929,09/07/2016,00:00 AM 
16866,13/10/2016,18:54 PM 
8708,26/05/2016,00H 00M 00S 
362,06/01/2016,19:13:36 
20503,14/12/2016,20:12:50 
5614,04/04/2016, 
8742,27/05/2016,12:09 PM 
19489,27/11/2016,20:27 PM 
18671,14/11/2016,20:47:03 
918,16/01/2016,13:06 PM 
18377,09/11/2016, 
20757,18/12/2016,20H 21M 06S 
4007,09/03/2016,13:03 PM 
18199,11/06/2016, 
3498,28/02/2016,17:19 PM 
15740,20/09/2016, 
16195,30/09/2016,15H 44M 51S 
11504,11/07/2016,19:15:47 
1589,27/01/2016,17:46 PM 
5901,09/04/2016,18H 38M 57S 
1319,22/01/2016,00:00:00 
3693,04/03/2016,11:34 AM 
4956,25/03/2016,13:26 PM 
10102,19/06/2016,11H 55M 58S 
9834,14/06/2016,16:04 PM 
19835,03/12/2016,19:26 PM 
10921,02/07/2016,20H 53M 30S 
17030,15/10/2016,00H 00M 00S 
18786,16/11/2016,21H 16M 52S 
18598,13/11/2016,00H 00M 00S 
6826,25/04/2016,00:00:00 
8873,29/05/2016,16:53:49 
18375,09/11/2016,19:51:38 
402,07/01/2016,16:24:46 
21113,26/12/2016,13:28 PM 
6939,27/04/2016,11H 34M 00S 
13006,05/08/2016,17H 44M 43S 
14499,30/08/2016,18H 09M 46S 
13706,16/08/2016,00:00 AM 
13338,11/08/2016,11H 40M 47S 
8695,26/05/2016,12H 58M 06S 
7174,01/05/2016,11:51:22 
4957,25/03/2016,13:34:24 
7256,05/02/2016,00:00 AM 
12906,03/08/2016,20:35 PM 
6204,15/04/2016,11:42 AM 
16074,28/09/2016,13:50:11 
18821,17/11/2016,00:00:00 
19945,05/12/2016,15H 59M 04S 
3109,21/02/2016,17H 30M 27S 
3685,03/03/2016,20:05 PM 
12271,24/07/2016,15H 37M 50S 
2442,10/02/2016,16:49 PM 
6009,11/04/2016,18:40 PM 
3321,25/02/2016, 
8520,23/05/2016,12H 56M 20S 
15945,26/09/2016,12H 46M 10S 
5976,11/04/2016,13:08 PM 
5379,01/04/2016,12H 35M 05S 
2386,09/02/2016,17:36 PM 
21213,28/12/2016,19H 41M 40S 
1980,02/02/2016,19:07 PM 
14604,01/09/2016,15:59:11 
7220,01/05/2016, 
12631,30/07/2016, 
10507,25/06/2016,21:15:37 
11790,16/07/2016,17:30:17 
4256,13/03/2016, 
14251,26/08/2016,15:30:28 
12600,30/07/2016,11:49 AM 
194,03/01/2016,21H 21M 24S 
17792,30/10/2016,19:54:07 
11345,09/07/2016, 
7560,07/05/2016,18H 04M 26S 
11802,16/07/2016,19H 56M 13S 
4719,20/03/2016,21:21:56 
1070,18/01/2016,18:21:27 
9199,03/06/2016,20:07:30 
3773,05/03/2016,13H 41M 31S 
257,05/01/2016, 
18244,07/11/2016,17:01 PM 
20735,18/12/2016,17:41 PM 
3036,20/02/2016,15:14 PM 
7624,08/05/2016,18:48 PM 
9292,05/06/2016,16:25 PM 
7876,12/05/2016,20:43 PM 
4731,21/03/2016,12:50 PM 
19022,21/11/2016,13:16:38 
9146,02/06/2016,19:14:13 
2034,03/02/2016,17:15 PM 
19565,29/11/2016, 
11694,15/07/2016,11:29 AM 
11859,17/07/2016,18H 30M 15S 
19999,06/12/2016,16:20 PM 
16642,08/10/2016,17:44:36 
10856,01/07/2016,20H 15M 03S 
19642,30/11/2016, 
8046,15/05/2016,00H 00M 00S 
16373,02/10/2016,22H 34M 47S 
7218,05/01/2016,00H 00M 00S 
20764,18/12/2016,21:49:34 
18964,20/11/2016,00H 00M 00S 
5416,01/04/2016,18:16 PM 
9100,02/06/2016,12:11 PM 
8794,28/05/2016,11H 42M 39S 
7245,02/05/2016,11:33 AM 
10521,26/06/2016,13:09:06 
17248,20/10/2016,17H 34M 41S 
35,01/01/2016,16:32 PM 
3953,03/08/2016,00H 00M 00S 
10855,01/07/2016,20H 03M 03S 
6719,23/04/2016,16:15 PM 
17154,17/10/2016,20:20:35 
14624,01/09/2016,20:00 PM 
17916,11/01/2016,00:00 AM 
18709,15/11/2016,17:22:36 
82,02/01/2016,12:45:51 
792,14/01/2016,12H 37M 48S 
14659,09/02/2016,00:00:00 
4966,25/03/2016, 
6207,15/04/2016,11:52:08 
6892,26/04/2016,13:40:24 
777,13/01/2016, 
6251,15/04/2016,18:10 PM 
17777,30/10/2016,15:50 PM 
17119,17/10/2016,13:55 PM 
8510,22/05/2016,22H 15M 52S 
206,01/04/2016,00H 00M 00S 
12850,02/08/2016,21:50 PM 
20882,21/12/2016,11:20:26 
5313,31/03/2016,12:24:23 
11731,15/07/2016,00H 00M 00S 
1781,30/01/2016,21H 05M 03S 
4752,21/03/2016,16:05 PM 
20702,18/12/2016,12:15 PM 
18108,05/11/2016,13H 46M 36S 
14639,09/02/2016,00:00 AM 
579,01/10/2016,00:00 AM 
3972,08/03/2016,17H 29M 55S 
7303,02/05/2016,20H 52M 53S 
11271,07/07/2016,20:36:55 
5714,06/04/2016,17:22 PM 
19374,26/11/2016,00H 00M 00S 
7450,05/05/2016,18H 21M 28S 
5596,04/04/2016,00:00 AM 
18473,11/11/2016,15H 53M 48S 
18889,19/11/2016,12H 10M 23S 
9766,13/06/2016, 
5249,30/03/2016,11:25:41 
2173,05/02/2016,21:56:42 
18389,10/11/2016,11:19:51 
1342,23/01/2016, 
1684,29/01/2016,13:33 PM 
10929,07/03/2016,00:00 AM 
530,09/01/2016,15H 43M 01S 
4954,25/03/2016,13:02 PM 
18546,12/11/2016,19H 12M 48S 
9448,08/06/2016,11:55 AM 
5525,03/04/2016,15:19:53 
16233,01/10/2016,11:40:34 
2211,06/02/2016,17:30:36 
15354,14/09/2016,12:26:09 
20904,21/12/2016,14:58:50 
13780,18/08/2016,11:38:50 
15002,09/08/2016,00H 00M 00S 
551,09/01/2016,19:26:24 
11047,04/07/2016,16:18 PM 
12334,25/07/2016,15:26 PM 
17623,27/10/2016,22H 20M 47S 
10999,03/07/2016,20H 49M 09S 
5660,05/04/2016,18:08 PM 
7024,28/04/2016,13:57 PM 
10167,19/06/2016,00:00 AM 
6024,11/04/2016,20:52:58 
15832,22/09/2016,12:35:17 
18517,12/11/2016,14H 36M 57S 
4261,13/03/2016,17H 39M 14S 
17795,30/10/2016,20:33:39 
15916,23/09/2016,17H 21M 19S 
14035,22/08/2016,16:56:29 
16387,03/10/2016, 
21221,29/12/2016,12:27:35 
14384,28/08/2016,00:00:00 
2558,02/12/2016,00H 00M 00S 
19453,27/11/2016,17:00 PM 
10827,01/07/2016,16:25 PM 
21273,30/12/2016,19:15 PM 
5696,06/04/2016, 
6448,18/04/2016,20:59 PM 
15450,15/09/2016,18H 34M 17S 
5496,02/04/2016,21:41 PM 
20377,12/12/2016,00:00 AM 
9924,15/06/2016,19H 52M 12S 
2073,04/02/2016,13H 35M 51S 
2373,02/09/2016,00:00 AM 
6179,14/04/2016,15:52:39 
19066,21/11/2016,00:00:00 
13924,20/08/2016,18H 04M 21S 
15986,26/09/2016,20H 28M 41S 
9877,15/06/2016,00:00:00 
16795,11/10/2016, 
4041,09/03/2016,18:33:34 
13084,06/08/2016, 
9504,06/09/2016,00:00 AM 
20421,13/12/2016,16H 53M 11S 
7768,05/11/2016,00:00:00 
5222,29/03/2016,16H 58M 46S 
14106,23/08/2016,19:00:46 
12043,20/07/2016,18:25 PM 
19605,29/11/2016,20:23:36 
16253,01/10/2016,13:18 PM 
8973,31/05/2016,00:00:00 
19127,23/11/2016,12H 11M 36S 
17561,25/10/2016,21H 12M 51S 
11971,19/07/2016,16:29:34 
6687,22/04/2016,20:36:12 
5447,02/04/2016,12:36 PM 
3558,01/03/2016,18:08:01 
946,16/01/2016,18H 00M 48S 
13053,06/08/2016,14:06:41 
14920,07/09/2016,12H 27M 44S 
10823,01/07/2016,16:02 PM 
5418,01/04/2016,18:36:50 
15370,14/09/2016,14H 00M 39S 
5959,10/04/2016,20H 42M 32S 
8698,26/05/2016,13H 32M 11S 
7159,30/04/2016,00H 00M 00S 
10298,22/06/2016,15:57 PM 
21339,31/12/2016,19:46 PM 
4698,20/03/2016,00:00 AM 
12062,21/07/2016,11H 49M 20S 
5670,05/04/2016,19:14 PM 
12738,01/08/2016,13:17:59 
19157,23/11/2016,18H 46M 38S 
15561,17/09/2016,16:19:30 
9590,06/10/2016,00:00:00 
16820,11/10/2016,20H 06M 33S 
2328,08/02/2016,17:02 PM 
19356,26/11/2016,00H 00M 00S 
9462,08/06/2016,13:26 PM 
9571,10/06/2016,11:49:26 
16520,06/10/2016,15H 35M 38S 
2319,08/02/2016,15:10 PM 
17406,23/10/2016,13:52 PM 
902,15/01/2016,19:21 PM 
5781,07/04/2016,18:23:39 
8479,22/05/2016,17:21:33 
18050,04/11/2016,13:33 PM 
6292,16/04/2016,16:22 PM 
13861,19/08/2016,15:25:31 
11361,09/07/2016,13H 44M 29S 
5866,09/04/2016,11:56 AM 
19499,27/11/2016,21:00:01 
10630,27/06/2016,19:43:43 
3182,23/02/2016,00:00:00 
12704,31/07/2016,18:22:24 
3043,20/02/2016,16:46 PM 
2241,07/02/2016, 
378,01/07/2016,00H 00M 00S 
8057,15/05/2016,17:42 PM 
7298,02/05/2016, 
4751,21/03/2016,15H 21M 55S 
9368,06/06/2016, 
6902,26/04/2016,00H 00M 00S 
11733,15/07/2016,00H 00M 00S 
8250,18/05/2016,16:49 PM 
15985,26/09/2016,00:00:00 
16531,06/10/2016,18:05:03 
16243,01/10/2016,12:36 PM 
12935,04/08/2016,15:15:23 
14559,31/08/2016,18:55:21 
18840,18/11/2016,11:31 AM 
5469,02/04/2016,16H 23M 58S 
10933,03/07/2016, 
14895,06/09/2016,18:20:12 
311,06/01/2016,11:57 AM 
19442,27/11/2016,00H 00M 00S 
8016,15/05/2016,11H 29M 54S 
10797,01/07/2016,11:19:18 
4303,14/03/2016, 
12315,24/07/2016,00:00 AM 
12605,30/07/2016,12:26 PM 
12995,08/05/2016,00:00:00 
14212,25/08/2016,18H 37M 23S 
6805,24/04/2016,00:00:00 
12658,30/07/2016,21H 41M 15S 
2627,13/02/2016,16:50:09 
12123,22/07/2016, 
10871,07/02/2016,00H 00M 00S 
19648,30/11/2016,00H 00M 00S 
11591,13/07/2016,11:57:13 
14741,04/09/2016, 
13696,16/08/2016,00H 00M 00S 
19910,04/12/2016,20H 26M 36S 
16829,13/10/2016,12H 04M 23S 
17216,20/10/2016,11H 59M 52S 
8669,25/05/2016, 
18947,19/11/2016,00:00:00 
332,06/01/2016,14:12 PM 
12723,31/07/2016,00:00:00 
17223,20/10/2016, 
5494,02/04/2016, 
20120,08/12/2016,16:44:06 
17,01/01/2016,00H 00M 00S 
10710,29/06/2016,15:09:49 
17028,15/10/2016, 
13034,08/06/2016,00H 00M 00S 
7887,13/05/2016,11:47 AM 
10502,25/06/2016,20:30:54 
12780,08/01/2016,00:00 AM 
4125,11/03/2016,13H 00M 09S 
17568,27/10/2016, 
11876,17/07/2016,21:02:37 
20069,07/12/2016,17:58:30 
11372,07/09/2016, 
14965,07/09/2016, 
13284,10/08/2016,11:52:49 
15410,15/09/2016, 
17926,01/11/2016,20H 34M 12S 
264,05/01/2016,13:03:59 
10213,20/06/2016,20H 21M 10S 
15683,19/09/2016,16:34 PM 
18146,11/06/2016,00:00:00 
10339,23/06/2016,12:45 PM 
9891,15/06/2016,00:00:00 
1277,22/01/2016,13:46:44 
15442,15/09/2016,16H 58M 35S 
14,01/01/2016,13H 14M 19S 
4506,17/03/2016,00H 00M 00S 
11032,04/07/2016,14:21:38 
6148,13/04/2016,21:01 PM 
11795,16/07/2016,18:14:42 
12024,20/07/2016, 
1109,19/01/2016,16:20 PM 
9202,03/06/2016,20:46 PM 
6663,22/04/2016,00:00:00 
6202,14/04/2016,21:53 PM 
8231,18/05/2016,00:00:00 
13543,14/08/2016,14:16:52 
15929,23/09/2016,19:34 PM 
9873,15/06/2016,12H 22M 32S 
1446,24/01/2016,20:40 PM 
5839,08/04/2016,17:28:26 
8620,24/05/2016,19H 31M 54S 
12717,31/07/2016,19:59 PM 
6478,19/04/2016,17:06:14 
10968,03/07/2016,17:28 PM 
11690,14/07/2016,21:13:22 
4427,16/03/2016,00H 00M 00S 
18684,15/11/2016,12:11 PM 
17157,17/10/2016,21:54:57 
18046,04/11/2016,12H 36M 32S 
20869,20/12/2016,19H 27M 01S 
14097,23/08/2016,16:34 PM 
10920,02/07/2016,20:40:34 
21251,30/12/2016,00H 00M 00S 
11764,16/07/2016,12:39 PM 
8959,30/05/2016,00:00 AM 
16205,30/09/2016,00:00 AM 
9005,31/05/2016,00:00:00 
5124,27/03/2016,20H 53M 44S 
6626,21/04/2016,20:02 PM 
11749,15/07/2016,21:08:53 
493,08/01/2016,19H 31M 47S 
18689,15/11/2016,12H 47M 01S 
7393,04/05/2016,17:05 PM 
13417,12/08/2016, 
2256,02/07/2016,00:00:00 
8623,24/05/2016,00:00 AM 
8259,18/05/2016,18:31 PM 
16153,29/09/2016,18:22:47 
2074,04/02/2016,13:41:08 
5132,27/03/2016,22:52 PM 
4100,10/03/2016,18:30 PM 
13745,17/08/2016,00:00 AM 
15238,12/09/2016,13H 16M 30S 
12826,02/08/2016,17H 17M 39S 
20174,09/12/2016,16:02:01 
7719,10/05/2016,15H 11M 59S 
1567,27/01/2016,13:31:08 
10742,29/06/2016,22H 19M 55S 
809,14/01/2016,14H 26M 17S 
12573,29/07/2016, 
1216,21/01/2016,14H 08M 29S 
21151,27/12/2016,13:30 PM 
12625,30/07/2016,14H 19M 14S 
13849,19/08/2016,13:04 PM 
15431,15/09/2016,15:28:17 
8905,29/05/2016,21:12 PM 
1217,21/01/2016,14:26:35 
8133,16/05/2016,17H 04M 23S 
19834,03/12/2016,19H 02M 45S 
15468,15/09/2016,22:16:37 
13648,15/08/2016,00H 00M 00S 
645,11/01/2016,14:03:45 
21343,31/12/2016,20:27:23 
20078,07/12/2016, 
15517,16/09/2016,18:59 PM 
8896,29/05/2016,00:00:00 
9879,15/06/2016,00:00 AM 
20199,09/12/2016,20H 02M 37S 
12705,31/07/2016,18H 34M 11S 
948,16/01/2016,18:42:17 
16724,10/10/2016,12:02:47 
16540,06/10/2016,19H 23M 49S 
10570,26/06/2016,22:46 PM 
16111,29/09/2016,11H 24M 00S 
11786,16/07/2016, 
4701,20/03/2016,00H 00M 00S 
20058,07/12/2016,16:01 PM 
8261,18/05/2016,00:00 AM 
6066,12/04/2016,17:45:01 
17891,01/11/2016,14:47 PM 
10279,22/06/2016,00:00 AM 
12217,23/07/2016,16:50 PM 
6117,13/04/2016,14:34 PM 
4228,13/03/2016,11:21:11 
6928,26/04/2016,20:57:33 
18971,20/11/2016,00:00 AM 
13447,12/08/2016,19H 05M 37S 
5437,01/04/2016,22H 41M 48S 
13787,18/08/2016,12H 56M 29S 
8805,28/05/2016,12:51 PM 
10739,29/06/2016,20H 54M 14S 
6075,12/04/2016,19:25:43 
18885,19/11/2016,00:00 AM 
15455,15/09/2016,00:00 AM 
2992,19/02/2016,00H 00M 00S 
8277,19/05/2016,11H 26M 05S 
6580,21/04/2016,12:25 PM 
6611,21/04/2016,18H 06M 39S 
249,04/01/2016,21H 06M 16S 
14215,25/08/2016, 
6451,18/04/2016,00:00:00 
8246,18/05/2016,16:15 PM 
5571,04/04/2016,13:10:43 
13196,08/08/2016,18:57:09 
14923,07/09/2016,12:41 PM 
613,10/01/2016, 
2623,13/02/2016,00:00 AM 
20320,11/12/2016,19:04:53 
9756,13/06/2016, 
10657,28/06/2016,14:53:43 
19369,26/11/2016,19:01 PM 
13032,08/06/2016, 
2891,18/02/2016,11H 39M 41S 
19357,26/11/2016,18H 23M 08S 
11329,08/07/2016,19H 21M 35S 
9049,06/01/2016,00:00:00 
12124,22/07/2016,12:39 PM 
11041,04/07/2016,15:08 PM 
11114,07/04/2016,00:00 AM 
5251,30/03/2016,00H 00M 00S 
3105,21/02/2016,16H 46M 37S 
14130,24/08/2016,13:25 PM 
13886,19/08/2016,22H 01M 32S 
13616,15/08/2016,16:38:02 
11291,07/08/2016,00:00:00 
16747,10/10/2016,16:48:34 
10553,26/06/2016,00:00 AM 
5700,06/04/2016,13H 25M 16S 
12556,29/07/2016,13:20 PM 
9160,06/03/2016,00:00:00 
6235,15/04/2016,00:00:00 
9689,11/06/2016,21:23:36 
15838,22/09/2016, 
8013,14/05/2016,00:00 AM 
12266,24/07/2016,14:25:08 
18421,10/11/2016, 
13452,12/08/2016,19H 56M 00S 
8167,16/05/2016,21H 41M 00S 
4595,18/03/2016,20H 41M 38S 
7070,29/04/2016,14H 02M 06S 
15536,17/09/2016,12H 29M 42S 
8689,26/05/2016,00:00 AM 
16856,13/10/2016,00:00 AM 
367,01/06/2016,00H 00M 00S 
17566,27/10/2016,12:06:53 
3588,02/03/2016,12:42 PM 
3667,03/03/2016,16:46:19 
732,12/01/2016,19H 30M 17S 
5485,02/04/2016,18H 27M 22S 
7355,03/05/2016,20:02:32 
13572,14/08/2016,00H 00M 00S 
17000,15/10/2016,17:21:52 
18433,10/11/2016, 
534,09/01/2016,16:43 PM 
7027,28/04/2016,15H 10M 51S 
17433,23/10/2016,18:53:32 
16974,15/10/2016,13H 39M 49S 
1417,24/01/2016, 
3168,22/02/2016,00:00:00 
16056,27/09/2016,21:49:33 
3973,08/03/2016,17:34 PM 
7728,10/05/2016,16:23:43 
8286,19/05/2016,12:42:46 
11588,13/07/2016,11:45:51 
10411,24/06/2016,00:00 AM 
8370,20/05/2016,18:45:36 
2042,02/03/2016,00:00 AM 
12816,08/02/2016,00:00 AM 
8866,29/05/2016,14:21 PM 
21183,28/12/2016,12:09:18 
12350,25/07/2016,18H 32M 48S 
21178,27/12/2016,21H 02M 45S 
3101,21/02/2016,00H 00M 00S 
18839,18/11/2016,11H 30M 47S 
533,09/01/2016,16:28 PM 
17400,23/10/2016,13:12 PM 
7074,29/04/2016,16:04:19 
1179,20/01/2016,18:02:28 
10476,25/06/2016,15H 21M 37S 
14242,26/08/2016,13:59 PM 
669,11/01/2016,18H 40M 44S 
6408,18/04/2016,15:09:16 
1939,02/02/2016, 
10388,24/06/2016,00H 00M 00S 
17871,31/10/2016,21:26:55 
11543,12/07/2016,16:37:10 
6552,20/04/2016,18:34 PM 
801,14/01/2016,13:10:53 
5792,07/04/2016, 
12749,01/08/2016,14:54 PM 
883,15/01/2016,16H 56M 05S 
9840,14/06/2016,16:56 PM 
9377,06/06/2016,19:45 PM 
14371,28/08/2016,15H 55M 49S 
667,11/01/2016,18H 13M 08S 
18784,16/11/2016,21:00:17 
13562,14/08/2016, 
9096,02/06/2016,11H 20M 08S 
19065,21/11/2016,20:10:50 
15858,22/09/2016,16:47:25 
1384,23/01/2016,20:31 PM 
12878,08/03/2016,00H 00M 00S 
13045,06/08/2016,13H 11M 15S 
9817,14/06/2016, 
16197,30/09/2016,00:00 AM 
3156,22/02/2016,18:57 PM 
2842,17/02/2016,13:31 PM 
12728,31/07/2016,22H 18M 45S 
20567,15/12/2016,00H 00M 00S 
13742,17/08/2016,15:47 PM 
8215,17/05/2016, 
8024,15/05/2016,12:36:47 
19024,21/11/2016,13:47:03 
5549,03/04/2016,19H 40M 36S 
8980,31/05/2016,14H 00M 29S 
6985,27/04/2016,17H 59M 02S 
1050,18/01/2016,15H 05M 54S 
20727,18/12/2016,16:38:33 
11211,06/07/2016,18:47 PM 
2885,17/02/2016,22:20:14 
6934,26/04/2016,21:37:40 
2959,19/02/2016,13H 01M 24S 
1042,18/01/2016,14:06:19 
3030,20/02/2016,13:59 PM 
10292,22/06/2016,14:12 PM 
9196,03/06/2016,18:59 PM 
19954,05/12/2016,18:06:20 
6367,17/04/2016, 
11755,15/07/2016,22H 56M 31S 
20800,19/12/2016,00H 00M 00S 
8302,19/05/2016,16:36:42 
5329,31/03/2016,00:00 AM 
3458,27/02/2016,19:11:01 
6486,19/04/2016, 
11674,14/07/2016,18:58 PM 
9077,01/06/2016,18:11:49 
12955,08/04/2016,00H 00M 00S 
10749,30/06/2016,12:22 PM 
6757,24/04/2016,12H 32M 10S 
8377,20/05/2016,00:00:00 
9660,11/06/2016,16:39 PM 
7872,12/05/2016,19:31 PM 
16898,14/10/2016,00:00 AM 
5607,04/04/2016,19:25:28 
14055,22/08/2016,00:00:00 
1068,18/01/2016,18H 16M 32S 
10395,24/06/2016,12:34:29 
17048,16/10/2016,11:47:04 
2314,08/02/2016,14H 25M 11S 
11900,18/07/2016,13H 16M 25S 
14688,03/09/2016,12:40:44 
15281,12/09/2016,19:35 PM 
10140,19/06/2016,16:54 PM 
1894,01/02/2016,17:13 PM 
5902,04/09/2016,00:00 AM 
2192,06/02/2016, 
21049,23/12/2016,21H 27M 59S 
18342,09/11/2016,13H 01M 07S 
8155,16/05/2016,00:00 AM 
9188,06/03/2016,00:00 AM 
21116,26/12/2016, 
7246,02/05/2016, 
3382,26/02/2016,17H 24M 43S 
6046,04/12/2016,00H 00M 00S 
4784,22/03/2016,12:23 PM 
7193,01/05/2016, 
15186,11/09/2016,16H 07M 28S 
14467,29/08/2016,21:39 PM 
3090,21/02/2016,14:03 PM 
1247,21/01/2016,00:00 AM 
12616,30/07/2016,00:00 AM 
15604,18/09/2016,12:47 PM 
3466,27/02/2016,00:00 AM 
5857,08/04/2016,21H 40M 16S 
14477,30/08/2016, 
20947,22/12/2016,12:35 PM 
4557,18/03/2016,13H 24M 33S 
5687,04/06/2016,00H 00M 00S 
7546,05/07/2016,00:00 AM 
20401,13/12/2016,00:00 AM 
